unicode_character__c,unicode_index__c,order__c
ઋ,2699.0,2147.0
ઌ,2700.0,2148.0
ઍ,2701.0,2149.0
઎,2702.0,2150.0
એ,2703.0,2151.0
ઐ,2704.0,2152.0
ઑ,2705.0,2153.0
઒,2706.0,2154.0
ઓ,2707.0,2155.0
ઔ,2708.0,2156.0
ક,2709.0,2157.0
ખ,2710.0,2158.0
ગ,2711.0,2159.0
ઘ,2712.0,2160.0
ઙ,2713.0,2161.0
ચ,2714.0,2162.0
છ,2715.0,2163.0
જ,2716.0,2164.0
ઝ,2717.0,2165.0
ઞ,2718.0,2166.0
ટ,2719.0,2167.0
ઠ,2720.0,2168.0
ડ,2721.0,2169.0
ઢ,2722.0,2170.0
ણ,2723.0,2171.0
ત,2724.0,2172.0
થ,2725.0,2173.0
દ,2726.0,2174.0
ધ,2727.0,2175.0
ન,2728.0,2176.0
઩,2729.0,2177.0
પ,2730.0,2178.0
ફ,2731.0,2179.0
બ,2732.0,2180.0
ભ,2733.0,2181.0
મ,2734.0,2182.0
ય,2735.0,2183.0
ર,2736.0,2184.0
઱,2737.0,2185.0
લ,2738.0,2186.0
ળ,2739.0,2187.0
઴,2740.0,2188.0
વ,2741.0,2189.0
શ,2742.0,2190.0
ષ,2743.0,2191.0
સ,2744.0,2192.0
હ,2745.0,2193.0
઺,2746.0,2194.0
઻,2747.0,2195.0
ઽ,2749.0,2197.0
૎,2766.0,2214.0
૏,2767.0,2215.0
ૐ,2768.0,2216.0
૑,2769.0,2217.0
૒,2770.0,2218.0
૓,2771.0,2219.0
૔,2772.0,2220.0
૕,2773.0,2221.0
૖,2774.0,2222.0
૗,2775.0,2223.0
૘,2776.0,2224.0
૙,2777.0,2225.0
૚,2778.0,2226.0
૛,2779.0,2227.0
૜,2780.0,2228.0
૝,2781.0,2229.0
૞,2782.0,2230.0
૟,2783.0,2231.0
ૠ,2784.0,2232.0
ૡ,2785.0,2233.0
૤,2788.0,2236.0
૥,2789.0,2237.0
૦,2790.0,2238.0
૧,2791.0,2239.0
૨,2792.0,2240.0
૩,2793.0,2241.0
૪,2794.0,2242.0
૫,2795.0,2243.0
૬,2796.0,2244.0
૭,2797.0,2245.0
૮,2798.0,2246.0
૯,2799.0,2247.0
૰,2800.0,2248.0
૱,2801.0,2249.0
૲,2802.0,2250.0
૳,2803.0,2251.0
૴,2804.0,2252.0
૵,2805.0,2253.0
૶,2806.0,2254.0
૷,2807.0,2255.0
૸,2808.0,2256.0
ૹ,2809.0,2257.0
଄,2820.0,2268.0
ଅ,2821.0,2269.0
ଆ,2822.0,2270.0
ଇ,2823.0,2271.0
ଈ,2824.0,2272.0
ଉ,2825.0,2273.0
ଊ,2826.0,2274.0
ଋ,2827.0,2275.0
ଌ,2828.0,2276.0
଍,2829.0,2277.0
଎,2830.0,2278.0
ଏ,2831.0,2279.0
ଐ,2832.0,2280.0
଑,2833.0,2281.0
଒,2834.0,2282.0
ଓ,2835.0,2283.0
ଔ,2836.0,2284.0
କ,2837.0,2285.0
ଖ,2838.0,2286.0
ଗ,2839.0,2287.0
ଘ,2840.0,2288.0
ଙ,2841.0,2289.0
ଚ,2842.0,2290.0
ଛ,2843.0,2291.0
ଜ,2844.0,2292.0
ଝ,2845.0,2293.0
ଞ,2846.0,2294.0
ଟ,2847.0,2295.0
ଠ,2848.0,2296.0
ଡ,2849.0,2297.0
ଢ,2850.0,2298.0
ଣ,2851.0,2299.0
ତ,2852.0,2300.0
ଥ,2853.0,2301.0
ଦ,2854.0,2302.0
ଧ,2855.0,2303.0
ନ,2856.0,2304.0
଩,2857.0,2305.0
ପ,2858.0,2306.0
ଫ,2859.0,2307.0
ବ,2860.0,2308.0
ଭ,2861.0,2309.0
ମ,2862.0,2310.0
ଯ,2863.0,2311.0
ର,2864.0,2312.0
଱,2865.0,2313.0
ଲ,2866.0,2314.0
ଳ,2867.0,2315.0
଴,2868.0,2316.0
ଵ,2869.0,2317.0
ଶ,2870.0,2318.0
ଷ,2871.0,2319.0
ସ,2872.0,2320.0
ହ,2873.0,2321.0
଺,2874.0,2322.0
଻,2875.0,2323.0
ଽ,2877.0,2325.0
୉,2889.0,2337.0
୊,2890.0,2338.0
୎,2894.0,2342.0
୏,2895.0,2343.0
୐,2896.0,2344.0
୑,2897.0,2345.0
୒,2898.0,2346.0
୓,2899.0,2347.0
୔,2900.0,2348.0
୕,2901.0,2349.0
୘,2904.0,2352.0
୙,2905.0,2353.0
୚,2906.0,2354.0
୛,2907.0,2355.0
ଡ଼,2908.0,2356.0
ଢ଼,2909.0,2357.0
୞,2910.0,2358.0
ୟ,2911.0,2359.0
ୠ,2912.0,2360.0
ୡ,2913.0,2361.0
୤,2916.0,2364.0
୥,2917.0,2365.0
୦,2918.0,2366.0
୧,2919.0,2367.0
୨,2920.0,2368.0
୩,2921.0,2369.0
୪,2922.0,2370.0
୫,2923.0,2371.0
୬,2924.0,2372.0
୭,2925.0,2373.0
୮,2926.0,2374.0
୯,2927.0,2375.0
୰,2928.0,2376.0
ୱ,2929.0,2377.0
୲,2930.0,2378.0
୳,2931.0,2379.0
୴,2932.0,2380.0
୵,2933.0,2381.0
୶,2934.0,2382.0
୷,2935.0,2383.0
୸,2936.0,2384.0
୹,2937.0,2385.0
୺,2938.0,2386.0
୻,2939.0,2387.0
୼,2940.0,2388.0
୽,2941.0,2389.0
୾,2942.0,2390.0
୿,2943.0,2391.0
஀,2944.0,2392.0
஁,2945.0,2393.0
ஃ,2947.0,2395.0
஄,2948.0,2396.0
அ,2949.0,2397.0
ஆ,2950.0,2398.0
இ,2951.0,2399.0
ஈ,2952.0,2400.0
உ,2953.0,2401.0
ஊ,2954.0,2402.0
஋,2955.0,2403.0
஌,2956.0,2404.0
஍,2957.0,2405.0
எ,2958.0,2406.0
ஏ,2959.0,2407.0
ஐ,2960.0,2408.0
஑,2961.0,2409.0
ஒ,2962.0,2410.0
ஓ,2963.0,2411.0
க,2965.0,2413.0
஖,2966.0,2414.0
஗,2967.0,2415.0
஘,2968.0,2416.0
ங,2969.0,2417.0
ச,2970.0,2418.0
஛,2971.0,2419.0
ஜ,2972.0,2420.0
஝,2973.0,2421.0
ஞ,2974.0,2422.0
ட,2975.0,2423.0
஠,2976.0,2424.0
஡,2977.0,2425.0
஢,2978.0,2426.0
ண,2979.0,2427.0
த,2980.0,2428.0
஥,2981.0,2429.0
஦,2982.0,2430.0
஧,2983.0,2431.0
ந,2984.0,2432.0
ன,2985.0,2433.0
ப,2986.0,2434.0
஫,2987.0,2435.0
஬,2988.0,2436.0
஭,2989.0,2437.0
ம,2990.0,2438.0
ய,2991.0,2439.0
ர,2992.0,2440.0
ற,2993.0,2441.0
ல,2994.0,2442.0
ள,2995.0,2443.0
ழ,2996.0,2444.0
வ,2997.0,2445.0
ஶ,2998.0,2446.0
ஷ,2999.0,2447.0
ஸ,3000.0,2448.0
ஹ,3001.0,2449.0
஺,3002.0,2450.0
஻,3003.0,2451.0
஼,3004.0,2452.0
஽,3005.0,2453.0
௃,3011.0,2459.0
௄,3012.0,2460.0
௅,3013.0,2461.0
௉,3017.0,2465.0
௎,3022.0,2470.0
௏,3023.0,2471.0
ௐ,3024.0,2472.0
௑,3025.0,2473.0
௒,3026.0,2474.0
௓,3027.0,2475.0
௔,3028.0,2476.0
௕,3029.0,2477.0
௖,3030.0,2478.0
௘,3032.0,2480.0
௙,3033.0,2481.0
௚,3034.0,2482.0
௛,3035.0,2483.0
௜,3036.0,2484.0
௝,3037.0,2485.0
௞,3038.0,2486.0
௟,3039.0,2487.0
௠,3040.0,2488.0
௡,3041.0,2489.0
௢,3042.0,2490.0
௣,3043.0,2491.0
௤,3044.0,2492.0
௥,3045.0,2493.0
௦,3046.0,2494.0
௧,3047.0,2495.0
௨,3048.0,2496.0
௩,3049.0,2497.0
௪,3050.0,2498.0
௫,3051.0,2499.0
௬,3052.0,2500.0
௭,3053.0,2501.0
௮,3054.0,2502.0
௯,3055.0,2503.0
௰,3056.0,2504.0
௱,3057.0,2505.0
௲,3058.0,2506.0
௳,3059.0,2507.0
௴,3060.0,2508.0
௵,3061.0,2509.0
௶,3062.0,2510.0
௷,3063.0,2511.0
௸,3064.0,2512.0
௹,3065.0,2513.0
௺,3066.0,2514.0
௻,3067.0,2515.0
௼,3068.0,2516.0
௽,3069.0,2517.0
௾,3070.0,2518.0
௿,3071.0,2519.0
అ,3077.0,2525.0
ఆ,3078.0,2526.0
ఇ,3079.0,2527.0
ఈ,3080.0,2528.0
ఉ,3081.0,2529.0
ఊ,3082.0,2530.0
ఋ,3083.0,2531.0
ఌ,3084.0,2532.0
఍,3085.0,2533.0
ఎ,3086.0,2534.0
ఏ,3087.0,2535.0
ఐ,3088.0,2536.0
఑,3089.0,2537.0
ఒ,3090.0,2538.0
ఓ,3091.0,2539.0
ఔ,3092.0,2540.0
క,3093.0,2541.0
ఖ,3094.0,2542.0
గ,3095.0,2543.0
ఘ,3096.0,2544.0
ఙ,3097.0,2545.0
చ,3098.0,2546.0
ఛ,3099.0,2547.0
జ,3100.0,2548.0
ఝ,3101.0,2549.0
ఞ,3102.0,2550.0
ట,3103.0,2551.0
ఠ,3104.0,2552.0
డ,3105.0,2553.0
ఢ,3106.0,2554.0
ణ,3107.0,2555.0
త,3108.0,2556.0
థ,3109.0,2557.0
ద,3110.0,2558.0
ధ,3111.0,2559.0
న,3112.0,2560.0
఩,3113.0,2561.0
ప,3114.0,2562.0
ఫ,3115.0,2563.0
బ,3116.0,2564.0
భ,3117.0,2565.0
మ,3118.0,2566.0
య,3119.0,2567.0
ర,3120.0,2568.0
ఱ,3121.0,2569.0
ల,3122.0,2570.0
ళ,3123.0,2571.0
ఴ,3124.0,2572.0
వ,3125.0,2573.0
శ,3126.0,2574.0
ష,3127.0,2575.0
స,3128.0,2576.0
హ,3129.0,2577.0
఺,3130.0,2578.0
఻,3131.0,2579.0
఼,3132.0,2580.0
ఽ,3133.0,2581.0
ా,3134.0,2582.0
ి,3135.0,2583.0
ీ,3136.0,2584.0
ె,3142.0,2590.0
ే,3143.0,2591.0
ై,3144.0,2592.0
౉,3145.0,2593.0
ొ,3146.0,2594.0
ో,3147.0,2595.0
ౌ,3148.0,2596.0
్,3149.0,2597.0
౎,3150.0,2598.0
౏,3151.0,2599.0
౐,3152.0,2600.0
౑,3153.0,2601.0
౒,3154.0,2602.0
౓,3155.0,2603.0
౔,3156.0,2604.0
ౕ,3157.0,2605.0
ౖ,3158.0,2606.0
౗,3159.0,2607.0
ౘ,3160.0,2608.0
ౙ,3161.0,2609.0
ౚ,3162.0,2610.0
౛,3163.0,2611.0
౜,3164.0,2612.0
ౝ,3165.0,2613.0
౞,3166.0,2614.0
౟,3167.0,2615.0
ౠ,3168.0,2616.0
ౡ,3169.0,2617.0
ౢ,3170.0,2618.0
ౣ,3171.0,2619.0
౤,3172.0,2620.0
౥,3173.0,2621.0
౦,3174.0,2622.0
౧,3175.0,2623.0
౨,3176.0,2624.0
౩,3177.0,2625.0
౪,3178.0,2626.0
౫,3179.0,2627.0
౬,3180.0,2628.0
౭,3181.0,2629.0
౮,3182.0,2630.0
౯,3183.0,2631.0
౰,3184.0,2632.0
౱,3185.0,2633.0
౲,3186.0,2634.0
౳,3187.0,2635.0
౴,3188.0,2636.0
౵,3189.0,2637.0
౶,3190.0,2638.0
౷,3191.0,2639.0
౸,3192.0,2640.0
౹,3193.0,2641.0
౺,3194.0,2642.0
౻,3195.0,2643.0
౼,3196.0,2644.0
౽,3197.0,2645.0
౾,3198.0,2646.0
౿,3199.0,2647.0
ಀ,3200.0,2648.0
಄,3204.0,2652.0
ಅ,3205.0,2653.0
ಆ,3206.0,2654.0
ಇ,3207.0,2655.0
ಈ,3208.0,2656.0
ಉ,3209.0,2657.0
ಊ,3210.0,2658.0
ಋ,3211.0,2659.0
ಌ,3212.0,2660.0
಍,3213.0,2661.0
ಎ,3214.0,2662.0
ಏ,3215.0,2663.0
ಐ,3216.0,2664.0
಑,3217.0,2665.0
ಒ,3218.0,2666.0
ಓ,3219.0,2667.0
ಔ,3220.0,2668.0
ಕ,3221.0,2669.0
ಖ,3222.0,2670.0
ಗ,3223.0,2671.0
ಘ,3224.0,2672.0
ಙ,3225.0,2673.0
ಚ,3226.0,2674.0
ಛ,3227.0,2675.0
ಜ,3228.0,2676.0
ಝ,3229.0,2677.0
ಞ,3230.0,2678.0
ಟ,3231.0,2679.0
ಠ,3232.0,2680.0
ಡ,3233.0,2681.0
ಢ,3234.0,2682.0
ಣ,3235.0,2683.0
ತ,3236.0,2684.0
ಥ,3237.0,2685.0
ದ,3238.0,2686.0
ಧ,3239.0,2687.0
ನ,3240.0,2688.0
಩,3241.0,2689.0
ಪ,3242.0,2690.0
ಫ,3243.0,2691.0
ಬ,3244.0,2692.0
ಭ,3245.0,2693.0
ಮ,3246.0,2694.0
ಯ,3247.0,2695.0
ರ,3248.0,2696.0
ಱ,3249.0,2697.0
ಲ,3250.0,2698.0
ಳ,3251.0,2699.0
಴,3252.0,2700.0
ವ,3253.0,2701.0
ಶ,3254.0,2702.0
ಷ,3255.0,2703.0
ಸ,3256.0,2704.0
ಹ,3257.0,2705.0
಺,3258.0,2706.0
಻,3259.0,2707.0
ಽ,3261.0,2709.0
೅,3269.0,2717.0
ೆ,3270.0,2718.0
ೇ,3271.0,2719.0
ೈ,3272.0,2720.0
೉,3273.0,2721.0
ೊ,3274.0,2722.0
ೋ,3275.0,2723.0
ೌ,3276.0,2724.0
್,3277.0,2725.0
೎,3278.0,2726.0
೏,3279.0,2727.0
೐,3280.0,2728.0
೑,3281.0,2729.0
೒,3282.0,2730.0
೓,3283.0,2731.0
೔,3284.0,2732.0
ೕ,3285.0,2733.0
ೖ,3286.0,2734.0
೗,3287.0,2735.0
೘,3288.0,2736.0
೙,3289.0,2737.0
೚,3290.0,2738.0
೛,3291.0,2739.0
೜,3292.0,2740.0
ೝ,3293.0,2741.0
ೞ,3294.0,2742.0
೟,3295.0,2743.0
ೠ,3296.0,2744.0
ೡ,3297.0,2745.0
೤,3300.0,2748.0
೥,3301.0,2749.0
೦,3302.0,2750.0
೧,3303.0,2751.0
೨,3304.0,2752.0
೩,3305.0,2753.0
೪,3306.0,2754.0
೫,3307.0,2755.0
೬,3308.0,2756.0
೭,3309.0,2757.0
೮,3310.0,2758.0
೯,3311.0,2759.0
೰,3312.0,2760.0
ೱ,3313.0,2761.0
ೲ,3314.0,2762.0
ೳ,3315.0,2763.0
೴,3316.0,2764.0
೵,3317.0,2765.0
೶,3318.0,2766.0
೷,3319.0,2767.0
೸,3320.0,2768.0
೹,3321.0,2769.0
೺,3322.0,2770.0
೻,3323.0,2771.0
೼,3324.0,2772.0
೽,3325.0,2773.0
೾,3326.0,2774.0
೿,3327.0,2775.0
ഄ,3332.0,2780.0
അ,3333.0,2781.0
ആ,3334.0,2782.0
ഇ,3335.0,2783.0
ഈ,3336.0,2784.0
ഉ,3337.0,2785.0
ഊ,3338.0,2786.0
ഋ,3339.0,2787.0
ഌ,3340.0,2788.0
഍,3341.0,2789.0
എ,3342.0,2790.0
ഏ,3343.0,2791.0
ഐ,3344.0,2792.0
഑,3345.0,2793.0
ഒ,3346.0,2794.0
ഓ,3347.0,2795.0
ഔ,3348.0,2796.0
ക,3349.0,2797.0
ഖ,3350.0,2798.0
ഗ,3351.0,2799.0
ഘ,3352.0,2800.0
ങ,3353.0,2801.0
ച,3354.0,2802.0
ഛ,3355.0,2803.0
ജ,3356.0,2804.0
ഝ,3357.0,2805.0
ഞ,3358.0,2806.0
ട,3359.0,2807.0
ഠ,3360.0,2808.0
ഡ,3361.0,2809.0
ഢ,3362.0,2810.0
ണ,3363.0,2811.0
ത,3364.0,2812.0
ഥ,3365.0,2813.0
ദ,3366.0,2814.0
ധ,3367.0,2815.0
ന,3368.0,2816.0
ഩ,3369.0,2817.0
പ,3370.0,2818.0
ഫ,3371.0,2819.0
ബ,3372.0,2820.0
ഭ,3373.0,2821.0
മ,3374.0,2822.0
യ,3375.0,2823.0
ര,3376.0,2824.0
റ,3377.0,2825.0
ല,3378.0,2826.0
ള,3379.0,2827.0
ഴ,3380.0,2828.0
വ,3381.0,2829.0
ശ,3382.0,2830.0
ഷ,3383.0,2831.0
സ,3384.0,2832.0
ഹ,3385.0,2833.0
ഺ,3386.0,2834.0
ഽ,3389.0,2837.0
൅,3397.0,2845.0
൏,3407.0,2855.0
൐,3408.0,2856.0
൑,3409.0,2857.0
൒,3410.0,2858.0
൓,3411.0,2859.0
ൔ,3412.0,2860.0
ൕ,3413.0,2861.0
ൖ,3414.0,2862.0
ൗ,3415.0,2863.0
൘,3416.0,2864.0
൙,3417.0,2865.0
൚,3418.0,2866.0
൛,3419.0,2867.0
൜,3420.0,2868.0
൝,3421.0,2869.0
൞,3422.0,2870.0
ൟ,3423.0,2871.0
ൠ,3424.0,2872.0
ൡ,3425.0,2873.0
ൢ,3426.0,2874.0
ൣ,3427.0,2875.0
൤,3428.0,2876.0
൥,3429.0,2877.0
൦,3430.0,2878.0
൧,3431.0,2879.0
൨,3432.0,2880.0
൩,3433.0,2881.0
൪,3434.0,2882.0
൫,3435.0,2883.0
൬,3436.0,2884.0
൭,3437.0,2885.0
൮,3438.0,2886.0
൯,3439.0,2887.0
൰,3440.0,2888.0
൱,3441.0,2889.0
൲,3442.0,2890.0
൳,3443.0,2891.0
൴,3444.0,2892.0
൵,3445.0,2893.0
൶,3446.0,2894.0
൷,3447.0,2895.0
൸,3448.0,2896.0
൹,3449.0,2897.0
ൺ,3450.0,2898.0
ൻ,3451.0,2899.0
ർ,3452.0,2900.0
ൽ,3453.0,2901.0
ൾ,3454.0,2902.0
ൿ,3455.0,2903.0
඀,3456.0,2904.0
ඁ,3457.0,2905.0
඄,3460.0,2908.0
අ,3461.0,2909.0
ආ,3462.0,2910.0
ඇ,3463.0,2911.0
ඈ,3464.0,2912.0
ඉ,3465.0,2913.0
ඊ,3466.0,2914.0
උ,3467.0,2915.0
ඌ,3468.0,2916.0
ඍ,3469.0,2917.0
ඎ,3470.0,2918.0
ඏ,3471.0,2919.0
ඐ,3472.0,2920.0
එ,3473.0,2921.0
ඒ,3474.0,2922.0
ඓ,3475.0,2923.0
ඔ,3476.0,2924.0
ඕ,3477.0,2925.0
ඖ,3478.0,2926.0
඗,3479.0,2927.0
඘,3480.0,2928.0
඙,3481.0,2929.0
ක,3482.0,2930.0
ඛ,3483.0,2931.0
ග,3484.0,2932.0
ඝ,3485.0,2933.0
ඞ,3486.0,2934.0
ඟ,3487.0,2935.0
ච,3488.0,2936.0
ඡ,3489.0,2937.0
ජ,3490.0,2938.0
ඣ,3491.0,2939.0
ඤ,3492.0,2940.0
ඥ,3493.0,2941.0
ඦ,3494.0,2942.0
ට,3495.0,2943.0
ඨ,3496.0,2944.0
ඩ,3497.0,2945.0
ඪ,3498.0,2946.0
ණ,3499.0,2947.0
ඬ,3500.0,2948.0
ත,3501.0,2949.0
ථ,3502.0,2950.0
ද,3503.0,2951.0
ධ,3504.0,2952.0
න,3505.0,2953.0
඲,3506.0,2954.0
ඳ,3507.0,2955.0
ප,3508.0,2956.0
ඵ,3509.0,2957.0
බ,3510.0,2958.0
භ,3511.0,2959.0
ම,3512.0,2960.0
ඹ,3513.0,2961.0
ය,3514.0,2962.0
ර,3515.0,2963.0
඼,3516.0,2964.0
ල,3517.0,2965.0
඾,3518.0,2966.0
඿,3519.0,2967.0
ව,3520.0,2968.0
ශ,3521.0,2969.0
ෂ,3522.0,2970.0
ස,3523.0,2971.0
හ,3524.0,2972.0
ළ,3525.0,2973.0
ෆ,3526.0,2974.0
෦,3558.0,3006.0
෧,3559.0,3007.0
෨,3560.0,3008.0
෩,3561.0,3009.0
෪,3562.0,3010.0
෫,3563.0,3011.0
෬,3564.0,3012.0
෭,3565.0,3013.0
෮,3566.0,3014.0
෯,3567.0,3015.0
෰,3568.0,3016.0
෱,3569.0,3017.0
෴,3572.0,3020.0
෵,3573.0,3021.0
෶,3574.0,3022.0
෷,3575.0,3023.0
෸,3576.0,3024.0
෹,3577.0,3025.0
෺,3578.0,3026.0
෻,3579.0,3027.0
෼,3580.0,3028.0
෽,3581.0,3029.0
෾,3582.0,3030.0
෿,3583.0,3031.0
฀,3584.0,3032.0
ก,3585.0,3033.0
ข,3586.0,3034.0
ฃ,3587.0,3035.0
ค,3588.0,3036.0
ฅ,3589.0,3037.0
ฆ,3590.0,3038.0
ง,3591.0,3039.0
จ,3592.0,3040.0
ฉ,3593.0,3041.0
ช,3594.0,3042.0
ซ,3595.0,3043.0
ฌ,3596.0,3044.0
ญ,3597.0,3045.0
ฎ,3598.0,3046.0
ฏ,3599.0,3047.0
ฐ,3600.0,3048.0
ฑ,3601.0,3049.0
ฒ,3602.0,3050.0
ณ,3603.0,3051.0
ด,3604.0,3052.0
ต,3605.0,3053.0
ถ,3606.0,3054.0
ท,3607.0,3055.0
ธ,3608.0,3056.0
น,3609.0,3057.0
บ,3610.0,3058.0
ป,3611.0,3059.0
ผ,3612.0,3060.0
ฝ,3613.0,3061.0
พ,3614.0,3062.0
ฟ,3615.0,3063.0
ภ,3616.0,3064.0
ม,3617.0,3065.0
ย,3618.0,3066.0
ร,3619.0,3067.0
ฤ,3620.0,3068.0
ล,3621.0,3069.0
ฦ,3622.0,3070.0
ว,3623.0,3071.0
ศ,3624.0,3072.0
ษ,3625.0,3073.0
ส,3626.0,3074.0
ห,3627.0,3075.0
ฬ,3628.0,3076.0
อ,3629.0,3077.0
ฮ,3630.0,3078.0
ฯ,3631.0,3079.0
ะ,3632.0,3080.0
ั,3633.0,3081.0
า,3634.0,3082.0
ำ,3635.0,3083.0
฻,3643.0,3091.0
฼,3644.0,3092.0
฽,3645.0,3093.0
฾,3646.0,3094.0
฿,3647.0,3095.0
เ,3648.0,3096.0
แ,3649.0,3097.0
โ,3650.0,3098.0
ใ,3651.0,3099.0
ไ,3652.0,3100.0
ๅ,3653.0,3101.0
ๆ,3654.0,3102.0
๏,3663.0,3111.0
๐,3664.0,3112.0
๑,3665.0,3113.0
๒,3666.0,3114.0
๓,3667.0,3115.0
๔,3668.0,3116.0
๕,3669.0,3117.0
๖,3670.0,3118.0
๗,3671.0,3119.0
๘,3672.0,3120.0
๙,3673.0,3121.0
๚,3674.0,3122.0
๛,3675.0,3123.0
๜,3676.0,3124.0
๝,3677.0,3125.0
๞,3678.0,3126.0
๟,3679.0,3127.0
๠,3680.0,3128.0
๡,3681.0,3129.0
๢,3682.0,3130.0
๣,3683.0,3131.0
๤,3684.0,3132.0
๥,3685.0,3133.0
๦,3686.0,3134.0
๧,3687.0,3135.0
๨,3688.0,3136.0
๩,3689.0,3137.0
๪,3690.0,3138.0
๫,3691.0,3139.0
๬,3692.0,3140.0
๭,3693.0,3141.0
๮,3694.0,3142.0
๯,3695.0,3143.0
๰,3696.0,3144.0
๱,3697.0,3145.0
๲,3698.0,3146.0
๳,3699.0,3147.0
๴,3700.0,3148.0
๵,3701.0,3149.0
๶,3702.0,3150.0
๷,3703.0,3151.0
๸,3704.0,3152.0
๹,3705.0,3153.0
๺,3706.0,3154.0
๻,3707.0,3155.0
๼,3708.0,3156.0
๽,3709.0,3157.0
๾,3710.0,3158.0
๿,3711.0,3159.0
຀,3712.0,3160.0
ກ,3713.0,3161.0
ຂ,3714.0,3162.0
຃,3715.0,3163.0
ຄ,3716.0,3164.0
຅,3717.0,3165.0
ຆ,3718.0,3166.0
ງ,3719.0,3167.0
ຈ,3720.0,3168.0
ຉ,3721.0,3169.0
ຊ,3722.0,3170.0
຋,3723.0,3171.0
ຌ,3724.0,3172.0
ຍ,3725.0,3173.0
ຎ,3726.0,3174.0
ຏ,3727.0,3175.0
ຐ,3728.0,3176.0
ຑ,3729.0,3177.0
ຒ,3730.0,3178.0
ຓ,3731.0,3179.0
ດ,3732.0,3180.0
ຕ,3733.0,3181.0
ຖ,3734.0,3182.0
ທ,3735.0,3183.0
ຘ,3736.0,3184.0
ນ,3737.0,3185.0
ບ,3738.0,3186.0
ປ,3739.0,3187.0
ຜ,3740.0,3188.0
ຝ,3741.0,3189.0
ພ,3742.0,3190.0
ຟ,3743.0,3191.0
ຠ,3744.0,3192.0
ມ,3745.0,3193.0
ຢ,3746.0,3194.0
ຣ,3747.0,3195.0
຤,3748.0,3196.0
ລ,3749.0,3197.0
຦,3750.0,3198.0
ວ,3751.0,3199.0
ຨ,3752.0,3200.0
ຩ,3753.0,3201.0
ສ,3754.0,3202.0
ຫ,3755.0,3203.0
ຬ,3756.0,3204.0
ອ,3757.0,3205.0
ຮ,3758.0,3206.0
ຯ,3759.0,3207.0
ະ,3760.0,3208.0
ຽ,3773.0,3221.0
຾,3774.0,3222.0
຿,3775.0,3223.0
ເ,3776.0,3224.0
ແ,3777.0,3225.0
ໂ,3778.0,3226.0
ໃ,3779.0,3227.0
ໄ,3780.0,3228.0
໅,3781.0,3229.0
ໆ,3782.0,3230.0
໇,3783.0,3231.0
໎,3790.0,3238.0
໏,3791.0,3239.0
໐,3792.0,3240.0
໑,3793.0,3241.0
໒,3794.0,3242.0
໓,3795.0,3243.0
໔,3796.0,3244.0
໕,3797.0,3245.0
໖,3798.0,3246.0
໗,3799.0,3247.0
໘,3800.0,3248.0
໙,3801.0,3249.0
໚,3802.0,3250.0
໛,3803.0,3251.0
ໜ,3804.0,3252.0
ໝ,3805.0,3253.0
ໞ,3806.0,3254.0
ໟ,3807.0,3255.0
໠,3808.0,3256.0
໡,3809.0,3257.0
໢,3810.0,3258.0
໣,3811.0,3259.0
໤,3812.0,3260.0
໥,3813.0,3261.0
໦,3814.0,3262.0
໧,3815.0,3263.0
໨,3816.0,3264.0
໩,3817.0,3265.0
໪,3818.0,3266.0
໫,3819.0,3267.0
໬,3820.0,3268.0
໭,3821.0,3269.0
໮,3822.0,3270.0
໯,3823.0,3271.0
໰,3824.0,3272.0
໱,3825.0,3273.0
໲,3826.0,3274.0
໳,3827.0,3275.0
໴,3828.0,3276.0
໵,3829.0,3277.0
໶,3830.0,3278.0
໷,3831.0,3279.0
໸,3832.0,3280.0
໹,3833.0,3281.0
໺,3834.0,3282.0
໻,3835.0,3283.0
໼,3836.0,3284.0
໽,3837.0,3285.0
໾,3838.0,3286.0
໿,3839.0,3287.0
ༀ,3840.0,3288.0
༁,3841.0,3289.0
༂,3842.0,3290.0
༃,3843.0,3291.0
༄,3844.0,3292.0
༅,3845.0,3293.0
༆,3846.0,3294.0
༇,3847.0,3295.0
༈,3848.0,3296.0
༉,3849.0,3297.0
༊,3850.0,3298.0
་,3851.0,3299.0
།,3853.0,3300.0
༎,3854.0,3301.0
༏,3855.0,3302.0
༐,3856.0,3303.0
༑,3857.0,3304.0
༒,3858.0,3305.0
༓,3859.0,3306.0
༔,3860.0,3307.0
༕,3861.0,3308.0
༖,3862.0,3309.0
༗,3863.0,3310.0
༘,3864.0,3311.0
༙,3865.0,3312.0
༚,3866.0,3313.0
༛,3867.0,3314.0
༜,3868.0,3315.0
༝,3869.0,3316.0
༞,3870.0,3317.0
༟,3871.0,3318.0
༠,3872.0,3319.0
༡,3873.0,3320.0
༢,3874.0,3321.0
༣,3875.0,3322.0
༤,3876.0,3323.0
༥,3877.0,3324.0
༦,3878.0,3325.0
༧,3879.0,3326.0
༨,3880.0,3327.0
༩,3881.0,3328.0
༪,3882.0,3329.0
༫,3883.0,3330.0
༬,3884.0,3331.0
༭,3885.0,3332.0
༮,3886.0,3333.0
༯,3887.0,3334.0
༰,3888.0,3335.0
༱,3889.0,3336.0
༲,3890.0,3337.0
༳,3891.0,3338.0
༴,3892.0,3339.0
༵,3893.0,3340.0
༶,3894.0,3341.0
༷,3895.0,3342.0
༸,3896.0,3343.0
༹,3897.0,3344.0
